agency,description,name,price
Russ Lyon Sotheby's Internatio,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,752'}",998 W Talia Way Appaloosa Meadows Phase 1,"$570,000"
"Congress Realty, Inc.","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,512'}",1869 Javelina Chino Meadows 2,"$259,900"
A Casa Realty,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '924'}",1215 Bucky Oneill Dr Chino Meadows Unit 1,"$285,000"
Realty One Group Mountain Dese,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,680'}",853 N State Route 89 Sp. 27 Country West Mobile Home Park,"$198,900"
Russ Lyon Sotheby's Internatio,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,962'}",351 Armitage Way Highlands Ranch Unit 2,"$425,000"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,050'}",1617 Bradshaw Ave  ,"$499,900"
Realty Executives,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,374'}",10433 N 115th Drive Agua Fria Ranch Phase 4,"$545,000"
Lgi Homes,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,486'}",11508 W Arron Drive Ridgeview,"$511,900"
Dpr Realty Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,714'}",11602 W Carol Avenue Agua Fria Ranch Phase 2,"$485,000"
"Sierra Vista Realty, Inc","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,907'}",21305 W Restin Road None,"$1,800,000"
Lgi Homes,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,165'}",11537 W Arron Drive Ridgeview,"$481,900"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,949'}",22544 W Barwick Drive Metes And Bounds,"$1,450,000"
Homesmart,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,246'}",11629 W Cinnabar Avenue Agua Fria Ranch Phase 3,"$440,000"
Western Az Ranch & Real Estate Llc,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,450'}",28725 N 210th Avenue None,"$1,150,000"
Lgi Homes,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,795'}",11524 W Camden Drive Ridgeview,"$439,900"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,140'}",22941 W Blue Sky Drive Metes And Bounds,"$929,000"
Lgi Homes,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,795'}",11555 W Arron Drive Ridgeview,"$437,900"
Award Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,000'}",34622 N 214th Drive W2 Sw4 S3r Se4,"$899,000"
Lgi Homes,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,795'}",11500 W Camden Drive Ridgeview,"$435,900"
Valley Of The Sun Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,627'}",30214 N 229th Avenue N 145F Of S 290F Of Fol Desc Prop E2 E2 Nw4 Se4 Sec 22 Ex N 740F Th/Of,"$875,000"
The Noble Agency,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,375'}",11570 W Schleifer Drive Agua Fria Ranch,"$430,000"
Keller Williams Realty Professional Partners,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,503'}",29706 N 255th Avenue Metes & Bounds,"$875,000"
Best Homes Real Estate,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,246'}",11570 W Longley Lane Agua Fria Ranch Phase 4,"$399,000"
Your Home Sold Guaranteed Realty Az,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,199'}",29415 N 259th Avenue None,"$850,000"
Lgi Homes,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,174'}",11458 W Camden Drive Ridgeview,"$383,900"
Platinum Living Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,864'}",30616 N 228th Avenue N/A,"$850,000"
Lgi Homes,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,174'}",11461 W Camden Drive Ridgeview,"$381,900"
West Usa Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,198'}",22409 W Max Drive Trail Of Light,"$849,900"
Your Home Sold Guaranteed Realty Az,"{'Beds': '5', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,056'}",24516 W Red Robin Drive Patton Place Estates Unit 1 Amd,"$835,000"
Exp Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,776'}",21108 W Caravaggio Lane Na,"$834,500"
Realty Executives Arizona Territory,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,573'}",15700 E Colossal Cave Rd  ,"$699,000"
Century 21 1st American,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,280'}",12432 S Agua Verde Rd  ,"$339,900"
"Opendoor Brokerage, Llc","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,579'}",10883 S Sky Kristen Loop Rancho Del Lago (207-388),"$330,000"
"Real Broker Az, Llc","{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,848'}",12420 S Agua Verde Rd  ,"$340,000"
Realty One Group Integrity,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,897'}",10352 S Cienega Knolls Loop The Vistas At Rincon Knolls Sq20152600506,"$499,900"
Kms Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,705'}","745 S Painted River Way Santa Rita Ranch (1-359), (Blk 1&2)","$335,000"
West Usa Realty,"{'Beds': '6', 'Baths': '7', 'Sq.Ft.': '6,142'}",6521 N Citrus Road N/A,"$2,689,000"
Realty Executives Arizona Territory,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,439'}",1488 N Cattle Tank Dr Andrada Ranch Estates,"$628,300"
Realty One Group,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,960'}",19312 W Puget Avenue Sonoran Ridge Estates Unit 1,"$1,745,000"
Tierra Antigua Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,616'}",565 E Savannah St Santa Rita Bel Air Townhomes (1-50),"$289,900"
Comfort Realty,"{'Beds': '6', 'Baths': '6', 'Sq.Ft.': '4,735'}",10220 N 175th Avenue Metes & Bounds,"$1,550,000"
Realty Executives Arizona Territory,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,185'}",284 W Charles L Mckay St  ,"$485,000"
Jason Mitchell Real Estate,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,987'}",18221 W North Court Cortessa,"$1,199,000"
Long Realty Company,"{'Beds': '6', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,969'}",15451 E Tumbling J Ranch Place Coyote Creek (1-395),"$1,200,000"
Jason Mitchell Real Estate,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,767'}",10104 N 175th Avenue N/A,"$1,099,000"
Richmond American Homes Of Az,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,090'}",10245 S Rolling Water Dr Rancho Del Lago (1-100),"$434,974"
Homesmart,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '3,370'}",15833 W Camden Court Twelve Oaks Estates,"$1,075,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,356'}",17040 S Vanilla Orchid Dr Sycamore Canyon (1-485),"$499,900"
Exp Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,739'}",16127 W Camden Avenue Twelve Oaks Estates,"$995,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,012'}",10226 N 171st Drive N/A,"$964,000"
Realty One Group,"{'Beds': '5', 'Baths': '2', 'Sq.Ft.': '2,670'}","6644 N Citrus Road Romola 46 Blks 4900-4907, 4924-4937, 4954-4961","$949,900"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,391'}",8331 N 172nd Lane Granite Vista Phase 1D,"$935,000"
Exp Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,682'}",6041 N 186th Avenue Clearwater Farms Estates,"$859,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,616'}","7835 N 181st Avenue Romola 42 Blks 4525-4539, 4556-4571","$849,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '5,339'}",19920 W Verde Hills Drive Powell Ranch - Equestrian Estate,"$12,000,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '5,339'}",19920 W Verde Hills Drive Powell Ranch - Equestrian Estate,"$7,500,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,236'}",4620 Desert Willow Drive Black Mountain Ranches,"$2,400,000"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,493'}",56444 N Vulture Mine Road 12.4 Acres,"$1,999,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,659'}",51823 N 461st Avenue J-1 Ranches,"$1,949,999"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,462'}",35245 S Turtle Creek Road No,"$1,699,000"
Platinum Living Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,205'}",2500 Lupine Lane Three Crosses Subdivision,"$1,450,000"
Keller Williams Integrity First,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,875'}",20820 W Creosote Lane N/A,"$1,250,000"
Jason Mitchell Real Estate,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,836'}",32XXX S State Route 89 Highway None,"$1,250,000"
Jason Mitchell Real Estate,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,836'}",35XXX S State Route 89 Highway None,"$1,250,000"
Platinum Living Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,248'}",180 E Amaranth Drive None,"$1,250,000"
Platinum Living Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,403'}",4950 Black Mountain Road Black Mountain Ranches,"$1,250,000"
Sun Devil Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,817'}",2302 E Desert Trumpet Road Sonterra 3 Lot 294-471__Tr A,"$575,000"
Sun Devil Real Estate,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,141'}",14425 S 42nd Street Mountain Park Ranch,"$399,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,711'}",2919 E South Fork Drive Echo Canyon Unit 1 Lot 1-91 Tr A-E,"$689,000"
Hague Partners,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,929'}",2515 E Goldenrod Street Vintage Hills Lot 44-101,"$729,000"
Crestmark Realty Group Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,350'}",4154 E Wildwood Drive Vista Norte 2 Lot 1-69 Tr A-G,"$499,900"
"Reliable Realty Group, Llc","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,408'}",3236 E Chandler Boulevard #2058 Mountain Canyon Condominium,"$397,000"
West Usa Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '4,066'}",2809 E Frye Road Unknown,"$2,400,000"
Shawn Bellamak Realty,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '693'}",3830 E Lakewood Parkway #1135 Portofino Condominium,"$250,000"
Locality Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,224'}",4435 E Redwood Lane Foothills Paseo 2,"$599,000"
Century 21 Toma Partners,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,336'}",16208 S 8th Street Reserve At Mountain Trails,"$495,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,026'}",300 Cole Avenue Warren,"$535,000"
The Brokery,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,710'}",14025 S 44th Street Mountain Ranch Estates/Villas,"$735,000"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,546'}",15244 S 29th Street Echo Canyon Unit 1 Lot 1-91 Tr A-E,"$609,999"
Eliza Adams Real Estate,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,040'}",513C Bailey Hill Old Bisbee,"$388,000"
Keller Williams Southern Az,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,069'}",1417 S Calle De Gardenias Tierra De Las Flores,"$89,900"
"Bisbee Realty, Inc.","{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '600'}",305 Washington Street Hedberg,"$45,000"
Wrangler Real Estate,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '840'}",68 Cochise Row Surplus,"$45,000"
Listed Simply,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,037'}",811 Pittsburg Avenue Bakerville,"$125,000"
"Bisbee Realty, Inc.","{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,060'}",510 Powell Street Warren,"$599,000"
Eliza Adams Real Estate,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '825'}",226A Opera Drive Old Bisbee,"$299,000"
"Tierra Antigua Realty, Llc","{'Beds': '3', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '1,664'}",103 Dorothy Drive San Jose Estates,"$224,000"
"Bisbee Realty, Inc.","{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '964'}",7 Cochise Row Surplus,"$99,900"
Arizado Realty,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '841'}",119 Van Dyke Street Warren,"$259,900"
Eliza Adams Real Estate,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '1,246'}",237B Youngblood Hill Old Bisbee,"$295,400"
Homesmart,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,897'}",4343 E 6th Avenue S23 T1n R8e,"$799,000"
Limitless Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,824'}",27 N Muleshoe Road S23 T1n R8e,"$798,000"
Coldwell Banker Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,303'}",366 E Mckellips Boulevard Commencing At The Sw Corner Of Section 4 Township,"$795,000"
Lost Dutchman Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,960'}",931 W Whiteley Street S5 T1n R8e,"$792,214"
"Venture Rei, Llc","{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,199'}",577 N Moon Road Arroyo Vista Estates,"$773,999"
Ensign Properties Corp,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,396'}",2724 S Baker Drive None,"$739,990"
Arrt Of Real Estate,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,200'}",3830 N Val Vista Road S12 T1n R8e,"$734,000"
Realty One Group,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,632'}",4589 E Superstition Boulevard S23 T1n R8e,"$710,000"
Homesmart Lifestyles,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,452'}",6280 E Roundup Street S13 T1n R8e,"$700,000"
Engel & Volkers Gilbert,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,526'}",5232 E Superstition Boulevard S13 T1n R8e,"$699,999"
Keller Williams Integrity First,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '2,898'}",522 S Cortez Road S22 T1n R8e,"$699,600"
Homesmart Lifestyles,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,142'}",5650 E 22nd Avenue S25 T1n R8e,"$685,000"
Richmond American Homes,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,840'}",11017 W Lincoln Street Vista Del Verde Phase 2 Replat,"$634,995"
"William Ryan Realty, Inc","{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,942'}",12761 W Parkway Lane Alamar Phase 4,"$629,693"
David Weekley Homes,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,643'}",12314 W Trumbull Road Alamar Phase 4,"$629,000"
David Weekley Homes,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,978'}",12310 W Trumbell Road Alamar Phase 4 Replat,"$625,000"
Richmond American Homes,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,390'}",11007 W Buchanan Street Vista Del Verde Phase 2 Replat,"$618,462"
Richmond American Homes,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,390'}",11013 W Lincoln Street Vista Del Verde Phase 2 Replat,"$604,995"
"Mattamy Arizona, Llc","{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,472'}",10961 W Polk Street Roosevelt Park,"$603,716"
Richmond American Homes,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,840'}",11011 W Buchanan Street Vista Del Verde Phase 2 Replat,"$602,824"
Richmond American Homes,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,390'}",11069 W Tonto Street Vista Del Verde Phase 4 Replat,"$599,995"
Richmond American Homes,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,390'}",11074 W Tonto Street Vista Del Verde Phase 4 Replat,"$599,995"
Capital West Homes Realty Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,311'}",12014 W Luxton Lane Alamar Phase 2,"$599,000"
E & G Real Estate Services,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,768'}",11913 W Monroe Street Coldwater Springs,"$599,000"
Firefly Property Management,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,779'}",7100 N Overfield Road S32 T5s R7e,"$777,000"
Keller Williams Legacy One,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,991'}",9780 W Vista Bonito Drive Las Montanas Unit I,"$749,500"
Elite Real Estate Pros,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,705'}",6656 N Cholla Lane Chaparral Estates Phase 1,"$699,900"
Elite Real Estate Pros,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,033'}",10327 W Ironwood Drive Chaparral Estates,"$699,000"
Exp Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,195'}",10447 W Appaloosa Trail Mountain Vista Ranch,"$669,900"
Delex Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,065'}",9897 N Burris Road Desert Vista,"$649,900"
"America's All In One Real Estate Services, Inc.","{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,639'}",13472 W Selma Highway Arizola Townsite,"$640,000"
Real Estate 48,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,056'}",2138 N Lake Shore Drive Casa Grande Lakes,"$639,900"
Keller Williams Realty Sonoran Living,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,385'}","268 S Charleston Court Commencing At The Northwest Corner Of Section 25,","$615,000"
Homesmart,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,793'}",445 S David Circle S25 T6s R7e,"$595,000"
RE/MAX Casa Grande,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,799'}",2419 N Sandstone Place Pebble Trails @ Coyote Ranch,"$575,000"
Keller Williams Legacy One,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,795'}",10439 W Ironwood Drive Mountain Vista Ranch,"$569,900"
Haymore Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,405'}",699 W Aviation Dr Benson,"$390,000"
Dipeso Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,979'}",1226 N Rainbow Place Unsubdivided,"$350,000"
Tierra Antigua Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,809'}",1203 S S Emu Ave  ,"$340,000"
"List With Freedom, Inc.","{'Beds': '2', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '456'}",0 N Canyon Rd  ,"$280,000"
Dipeso Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,504'}",400 E Silverwood Ln  ,"$310,000"
"Haymore Real Estate, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,288'}",615 E San Pedro Circle  ,"$269,900"
Long Realty-Benson,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,624'}",1080 N Annie Ln Unsubdivided,"$256,000"
Homesmart Advantage Group,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '582'}",1109 W Cactus St  ,"$199,900"
Long Realty-Benson,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,005'}",1501 N Redwing Place Unsubdivided,"$459,000"
Ventana Fine Properties,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,603'}",39334 N Old Stage Road Village At Go John Canyon,"$2,895,000"
Keller Williams Southern Arizona,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,000'}",635 E Post Rd San Pedro Ranches,"$185,000"
Dipeso Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,152'}",618 W 5th St Other/Unknown,"$140,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '6', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,063'}",6357 E Maguay Road Mesquite Ranch,"$2,875,000"
Ventana Fine Properties,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,653'}",39347 N Old Stage Road The Village At Go John Canyon,"$2,864,000"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,202'}",1381 S Cattlemans Loop Red Hawk At J-6 Ranch,"$620,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '5,081'}",35530 N Canyon Crossings Drive Canyon Crossings Lot 1 Replat,"$2,800,000"
Realty Executives,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '5,080'}",5498 E Butte Canyon Drive Canyon Ridge Estates,"$2,797,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,500'}",42029 N La Plata Road #47 Tonto Hills,"$2,650,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,025'}",6035 E Hodges Street Lone Mountain,"$2,650,000"
Everyday Investments Realty,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '4,791'}",5419 E Duane Lane Bellissima,"$2,600,000"
Realty Executives,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,517'}",5200 E Cahava Ranch Road None,"$2,500,000"
Realty Executives,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,517'}",398XX N Old Stage Road None,"$2,500,000"
Homesmart,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,608'}",34651 N 49th Street Nw4 Se4 Sw4 Sw4 2.50 Ac,"$2,500,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,877'}","40102 N Old Stage Road 5 Acres, No Hoa","$2,498,000"
Century 21 Arizona West,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '645'}",21254 W Iron Eagle Drive #350 Escapees At North Ranch,"$179,900"
Arizona Legends Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,962'}",22910 W Cactus Wren Lane Rural,"$175,000"
Century 21 Arizona West,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '644'}",30500 S Burnt Sage Road #281 Escapees At North Ranch,"$155,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,737'}",3034 W Summit Walk Court Anthem Country Club Unit 1 Wingate Range 4Th Amd,"$999,999"
Realty Executives,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,737'}",40217 N Candlewyck Lane Anthem Unit 34,"$999,000"
Realty One Group,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,998'}",41914 N Moss Springs Road Anthem Country Club,"$995,000"
RE/MAX Fine Properties,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,154'}",39924 N Long Landing Court Anthem Country Club,"$965,000"
Success Property Brokers,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '4,408'}",5004 W Culpepper Drive Anthem Unit 81B,"$935,000"
Realty One Group,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,736'}",41612 N Anthem Ridge Drive Anthem Country Club,"$895,000"
A.Z. & Associates,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,596'}",40843 N Union Trail Anthem Unit 4,"$800,000"
Best Homes Real Estate,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,542'}",3138 W Ravina Lane Anthem Country Club Unit 2 Cypress Point Amd,"$799,900"
The A.R.E. Group,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '2,982'}",41413 N Laurel Valley Way Anthem Country Club Unit 14 Laurel Valley,"$799,000"
Homesmart,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,986'}",41915 N Moss Springs Road Anthem Country Club Unit 2 Cypress Point Amd,"$785,000"
Homesmart,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,295'}",42613 N National Trail Anthem Coventry Homes Unit 21B,"$749,900"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,353'}",10745 W Arvada Drive Arizona City Unit Twelve,"$340,000"
Exp Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,648'}",41008 N Crockett Trail Anthem Unit 2,"$725,000"
Realty One Group,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,885'}",14513 S Country Club Drive Arizona City Unit Three,"$340,000"
Coldwell Banker Rox Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,628'}",11051 W Penasco Drive Arizona City Unit Ten,"$334,000"
Best Homes Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,624'}",8827 W Tinajas Drive Arizona City Unit One,"$330,000"
Keller Williams Legacy One Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,384'}",10265 W Sunbird Drive Arizona City Unit Twelve,"$330,000"
Realty One Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,600'}",14613 S Vera Cruz Road Arizona City Unit Nine Amd,"$329,800"
Realty One Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,667'}",10331 W Monaco Boulevard Arizona City Unit Ten,"$329,000"
Exzel Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,708'}",8442 W Raven Drive Arizona City Unit One,"$325,000"
